# PMU_padrao on SAPHO - cocotb fast sim results
# A=1 f1=62 Hz f0=60 Hz Fs=1920 Hz Fr=60 Hz phi=0.7853981634 rad N=1600 Q20
# TVE compares y_hw[n] against X[n-82] (FIR group delay); '-' while n < 82
#      n         x[n]        Re_hw        Im_hw       abs_hw     fase_deg        fe_hw     ROCOF_hw    TVE_pct
    1325    0.8492022   -0.6149912    0.3388777    0.7021768   151.143983   61.8239746   -0.0023651    0.69799
    1326    0.9381913   -0.6168365    0.3350439    0.7019557   151.490747   61.8493652    0.0253906    0.72866
    1327    0.9886910   -0.6186075    0.3310432    0.7016159   151.846867   61.8992920    0.0499268    0.77806
    1328    0.9986295   -0.6203690    0.3268681    0.7012135   152.215568   61.9663086    0.0670166    0.83558
    1329    0.9675991   -0.6221781    0.3225384    0.7008114   152.597685   62.0381012    0.0717926    0.89157
    1330    0.8968727   -0.6240883    0.3180952    0.7004789   152.992250   62.1042480    0.0661469    0.93741
    1331    0.7893520   -0.6261244    0.3135939    0.7002663   153.396040   62.1532593    0.0490112    0.96808
    1332    0.6494480   -0.6282930    0.3090992    0.7002103   153.804354   62.1775970    0.0243378    0.97987
    1333    0.4829003   -0.6305723    0.3046722    0.7003189   154.211662   62.1726532   -0.0049438    0.97168
    1334    0.2965416   -0.6329222    0.3003588    0.7005754   154.612912   62.1398010   -0.0328522    0.94428
    1335    0.0980171   -0.6352825    0.2961884    0.7009361   155.003611   62.0836639   -0.0561371    0.90083
    1336   -0.1045285   -0.6375942    0.2921638    0.7013459   155.381399   62.0148315   -0.0688324    0.84612
    1337   -0.3027858   -0.6397953    0.2882633    0.7017363   155.745790   61.9434814   -0.0713501    0.78801
    1338   -0.4886212   -0.6418371    0.2844439    0.7020422   156.098448   61.8807983   -0.0626831    0.73642
    1339   -0.6544109   -0.6436958    0.2806473    0.7022159   156.443105   61.8381805   -0.0426178    0.70174
    1340   -0.7933533   -0.6453695    0.2768097    0.7022289   156.784704   61.8216858   -0.0164948    0.69247
    1341   -0.8997483   -0.6468830    0.2728748    0.7020814   157.128511   61.8335266    0.0118408    0.71072
    1342   -0.9692309   -0.6482754    0.2687941    0.7017914   157.479664   61.8727570    0.0392303    0.75254
    1343   -0.9989507   -0.6496105    0.2645464    0.7014119   157.841956   61.9321899    0.0594330    0.80743
    1344   -0.9876883   -0.6509495    0.2601290    0.7010009   158.217625   62.0033417    0.0711517    0.86533
    1345   -0.9359059   -0.6523533    0.2555695    0.7006287   158.606472   62.0739288    0.0705872    0.91671
    1346   -0.8457278   -0.6538610    0.2509127    0.7003509   159.006192   62.1320953    0.0581665    0.95548
    1347   -0.7208536   -0.6554985    0.2462168    0.7002150   159.412938   62.1690369    0.0369415    0.97688
    1348   -0.5664062   -0.6572666    0.2415476    0.7002461   159.821458   62.1788025    0.0097656    0.97815
    1349   -0.3887220   -0.6591349    0.2369614    0.7004352   160.226306   62.1589966   -0.0198059    0.95978
    1350   -0.1950903   -0.6610556    0.2325029    0.7007511   160.622479   62.1130524   -0.0459442    0.92368
    1351    0.0065449   -0.6629734    0.2281923    0.7011458   161.006778   62.0493774   -0.0636749    0.87356
    1352    0.2079117   -0.6648235    0.2240276    0.7015545   161.377569   61.9775543   -0.0718231    0.81593
    1353    0.4007488   -0.6665459    0.2199802    0.7019079   161.735552   61.9092865   -0.0682678    0.75995
    1354    0.5771452   -0.6681013    0.2160025    0.7021513   162.083568   61.8557739   -0.0535126    0.71573
    1355    0.7298641   -0.6694689    0.2120342    0.7022443   162.425961   61.8259583   -0.0298157    0.69334
    1356    0.8526402   -0.6706533    0.2080126    0.7021717   162.767987   61.8241730   -0.0017853    0.69862
    1357    0.9404366   -0.6716843    0.2038813    0.7019454   163.114997   61.8505859    0.0264130    0.73014
    1358    0.9896514   -0.6726122    0.1996002    0.7016035   163.471544   61.9016876    0.0511017    0.77986
    1359    0.9982656   -0.6734953    0.1951513    0.7011989   163.840578   61.9681244    0.0664368    0.83763
    1360    0.9659258   -0.6743994    0.1905413    0.7007999   164.223170   62.0406189    0.0724945    0.89315
    1361    0.8939588   -0.6753769    0.1858006    0.7004683   164.618078   62.1059418    0.0653229    0.93890
    1362    0.7853169   -0.6764688    0.1809797    0.7002598   165.022094   62.1544952    0.0485535    0.96907
    1363    0.6444573   -0.6776924    0.1761417    0.7002092   165.430400   62.1776733    0.0231781    0.98020
    1364    0.4771588   -0.6790400    0.1713486    0.7003253   165.837670   62.1722412   -0.0054321    0.97105
    1365    0.2902847   -0.6804752    0.1666546    0.7005857   166.238612   62.1382294   -0.0340118    0.94311
    1366    0.0915016   -0.6819496    0.1620989    0.7009503   166.628978   62.0819702   -0.0562592    0.89904
    1367   -0.1110353   -0.6834011    0.1576958    0.7013594   167.006353   62.0125275   -0.0694427    0.84426
    1368   -0.3090170   -0.6847677    0.1534367    0.7017476   167.370284   61.9410400   -0.0714874    0.78623
    1369   -0.4943212   -0.6859941    0.1492863    0.7020501   167.722697   61.8793793   -0.0616608    0.73503
    1370   -0.6593458   -0.6870441    0.1451941    0.7022186   168.067175   61.8370056   -0.0423737    0.70110
    1371   -0.7973207   -0.6879063    0.1410980    0.7022277   168.408700   61.8214417   -0.0155640    0.69250
    1372   -0.9025853   -0.6885881    0.1369362    0.7020720   168.752602   61.8343048    0.0128632    0.71203
    1373   -0.9708212   -0.6891298    0.1326542    0.7017813   169.104113   61.8744507    0.0401459    0.75401
    1374   -0.9992290   -0.6895800    0.1282187    0.7013990   169.466863   61.9346619    0.0602112    0.80926
    1375   -0.9866433   -0.6900005    0.1236181    0.7009866   169.842842   62.0055084    0.0708466    0.86733
    1376   -0.9335804   -0.6904583    0.1188650    0.7006151   170.232061   62.0757446    0.0702362    0.91859
    1377   -0.8422172   -0.6910028    0.1139956    0.7003427   170.632223   62.1339111    0.0581665    0.95667
    1378   -0.7163019   -0.6916666    0.1090651    0.7002127   171.039130   62.1699677    0.0360565    0.97733
    1379   -0.5610003   -0.6924620    0.1041374    0.7002487   171.447539   62.1784668    0.0084991    0.97803
    1380   -0.3826834   -0.6933727    0.0992718    0.7004432   171.852202   62.1578979   -0.0205688    0.95895
    1381   -0.1886670   -0.6943598    0.0945215    0.7007637   172.248112   62.1116180   -0.0462799    0.92219
    1382    0.0130896   -0.6953716    0.0899181    0.7011612   172.631998   62.0471344   -0.0644836    0.87157
    1383    0.2143092   -0.6963415    0.0854712    0.7015674   173.002337   61.9750519   -0.0720825    0.81406
    1384    0.4067366   -0.6972094    0.0811644    0.7019178   173.359904   61.9072571   -0.0677948    0.75832
    1385    0.5824777   -0.6979256    0.0769567    0.7021556   173.707701   61.8545685   -0.0526886    0.71483
    1386    0.7343225   -0.6984606    0.0727959    0.7022438   174.049927   61.8254700   -0.0290985    0.69318
    1387    0.8560416   -0.6988058    0.0686169    0.7021665   174.392012   61.8244476   -0.0010223    0.69928
    1388    0.9426415   -0.6989794    0.0643587    0.7019360   174.739309   61.8520050    0.0275574    0.73149
    1389    0.9905693   -0.6990223    0.0599737    0.7015903   175.096227   61.9033661    0.0513611    0.78174
    1390    0.9978589   -0.6989918    0.0554323    0.7011863   175.465748   61.9707031    0.0673370    0.83939
    1391    0.9642112   -0.6989479    0.0507298    0.7007865   175.848742   62.0426941    0.0719910    0.89499
    1392    0.8910065   -0.6989555    0.0458860    0.7004601   176.243954   62.1080017    0.0653076    0.94004
    1393    0.7812482   -0.6990585    0.0409422    0.7002564   176.648152   62.1556702    0.0476685    0.96962
    1394    0.6394390   -0.6992884    0.0359554    0.7002121   177.056605   62.1780853    0.0224152    0.98000
    1395    0.4713967   -0.6996441    0.0309906    0.7003301   177.463752   62.1713715   -0.0067139    0.97068
    1396    0.2840153   -0.7001095    0.0261078    0.7005961   177.864372   62.1367798   -0.0345917    0.94194
    1397    0.0849822   -0.7006369    0.0213528    0.7009622   178.254381   62.0799103   -0.0568695    0.89759
    1398   -0.1175374   -0.7011719    0.0167532    0.7013720   178.631284   62.0101776   -0.0697327    0.84252
    1399   -0.3152350   -0.7016506    0.0123110    0.7017586   178.994806   61.9388580   -0.0713196    0.78451
    1400   -0.5000000   -0.7020121    0.0080023    0.7020577   179.346910   61.8775635   -0.0612946    0.73367
    1401   -0.6642524   -0.7022123    0.0037851    0.7022225   179.691162   61.8361664   -0.0413971    0.70026
    1402   -0.8012538   -0.7022228   -0.0003996    0.7022229  -179.967397   61.8212891   -0.0148773    0.69300
    1403   -0.9053836   -0.7020493   -0.0046158    0.7020644  -179.623301   61.8352966    0.0140076    0.71310
    1404   -0.9723699   -0.7017107   -0.0089226    0.7017674  -179.271497   61.8759918    0.0406952    0.75602
    1405   -0.9994646   -0.7012587   -0.0133629    0.7013860  -178.908328   61.9368286    0.0608368    0.81112
    1406   -0.9855561   -0.7007437   -0.0179596    0.7009738  -178.531869   62.0079651    0.0711365    0.86910
    1407   -0.9312149   -0.7002363   -0.0227127    0.7006046  -178.142218   62.0779877    0.0700226    0.92004
    1408   -0.8386706   -0.6997919   -0.0275946    0.7003358  -177.741852   62.1353760    0.0573883    0.95767
    1409   -0.7117196   -0.6994534   -0.0325594    0.7002108  -177.334818   62.1707306    0.0353546    0.97774
    1410   -0.5555702   -0.6992445   -0.0375471    0.7002519  -176.926358   62.1783295    0.0075989    0.97783
    1411   -0.3766285   -0.6991615   -0.0424938    0.7004517  -176.521941   62.1567230   -0.0216064    0.95805
    1412   -0.1822355   -0.6991749   -0.0473413    0.7007758  -176.126398   62.1096497   -0.0470734    0.92073
    1413    0.0196337   -0.6992378   -0.0520487    0.7011723  -175.742964   62.0449524   -0.0646973    0.87007
    1414    0.2206974   -0.6992922   -0.0565948    0.7015786  -175.373044   61.9727783   -0.0721741    0.81236
    1415    0.4127070   -0.6992741   -0.0609846    0.7019283  -175.015770   61.9052429   -0.0675354    0.75658
    1416    0.5877853   -0.6991243   -0.0652456    0.7021623  -174.668327   61.8531342   -0.0521088    0.71354
    1417    0.7387495   -0.6988029   -0.0694275    0.7022434  -174.326168   61.8249359   -0.0281982    0.69302
    1418    0.8594064   -0.6982946   -0.0735912    0.7021617  -173.983972   61.8249054   -0.0000305    0.69989
    1419    0.9448060   -0.6976023   -0.0777988    0.7019271  -173.636486   61.8533325    0.0284271    0.73280
    1420    0.9914449   -0.6967573   -0.0821066    0.7015784  -173.279202   61.9053650    0.0520325    0.78348
    1421    0.9974095   -0.6958103   -0.0865536    0.7011730  -172.909259   61.9730530    0.0676880    0.84128
    1422    0.9624552   -0.6948195   -0.0911570    0.7007736  -172.525758   62.0450897    0.0720367    0.89676
    1423    0.8880161   -0.6938524   -0.0959072    0.7004494  -172.130203   62.1097870    0.0646973    0.94154
    1424    0.7771460   -0.6929636   -0.1007738    0.7002527  -171.725799   62.1567841    0.0469971    0.97022
    1425    0.6343933   -0.6921883   -0.1057053    0.7002130  -171.317344   62.1782990    0.0215149    0.98006
    1426    0.4656145   -0.6915426   -0.1106396    0.7003373  -170.910309   62.1707001   -0.0075989    0.96994
    1427    0.2777338   -0.6910172   -0.1155138    0.7006056  -170.509906   62.1353607   -0.0353394    0.94090
    1428    0.0784591   -0.6905804   -0.1202726    0.7009756  -170.120366   62.0776672   -0.0576935    0.89587
    1429   -0.1240345   -0.6901789   -0.1248808    0.7013858  -169.743881   62.0078430   -0.0698242    0.84055
    1430   -0.3214395   -0.6897516   -0.1293230    0.7017704  -169.380780   61.9363708   -0.0714722    0.78262
    1431   -0.5056574   -0.6892347   -0.1336117    0.7020660  -169.028999   61.8760071   -0.0603638    0.73217
    1432   -0.6691306   -0.6885757   -0.1377802    0.7022250  -168.684864   61.8352661   -0.0407410    0.69962
    1433   -0.8051526   -0.6877384   -0.1418810    0.7022210  -168.343367   61.8213806   -0.0138855    0.69314
    1434   -0.9081432   -0.6867132   -0.1459770    0.7020572  -167.999072   61.8362274    0.0148468    0.71412
    1435   -0.9738770   -0.6855106   -0.1501293    0.7017575  -167.647045   61.8776703    0.0414429    0.75747
    1436   -0.9996573   -0.6841669   -0.1543922    0.7013710  -167.283378   61.9391022    0.0614319    0.81323
    1437   -0.9844266   -0.6827383   -0.1587963    0.7009621  -166.906518   62.0101624    0.0710602    0.87071
    1438   -0.9288096   -0.6812849   -0.1633549    0.7005954  -166.516474   62.0800781    0.0699158    0.92129
    1439   -0.8350880   -0.6798677   -0.1680517    0.7003296  -166.115767   62.1370392    0.0569611    0.95857
    1440   -0.7071068   -0.6785412   -0.1728487    0.7002105  -165.708665   62.1713409    0.0343018    0.97791
    1441   -0.5501164   -0.6773367   -0.1776924    0.7002568  -165.300280   62.1780243    0.0066833    0.97739
    1442   -0.3705574   -0.6762619   -0.1825199    0.7004596  -164.896016   62.1556854   -0.0223389    0.95725
    1443   -0.1757963   -0.6753035   -0.1872673    0.7007880  -164.500860   62.1076050   -0.0480804    0.91928
    1444    0.0261769   -0.6744213   -0.1918869    0.7011881  -164.117844   62.0424652   -0.0651398    0.86798
    1445    0.2270763   -0.6735582   -0.1963444    0.7015923  -163.748428   61.9705658   -0.0718994    0.81031
    1446    0.4186597   -0.6726522   -0.2006350    0.7019369  -163.391504   61.9035187   -0.0670471    0.75508
    1447    0.5930676   -0.6716442   -0.2047758    0.7021674  -163.044200   61.8519592   -0.0515594    0.71253
    1448    0.7431448   -0.6704826   -0.2088051    0.7022439  -162.702103   61.8245087   -0.0274506    0.69274
    1449    0.8627344   -0.6691408   -0.2127790    0.7021569  -162.359937   61.8251038    0.0005951    0.70050
    1450    0.9469301   -0.6676092   -0.2167635    0.7019177  -162.012102   61.8547668    0.0296631    0.73415
    1451    0.9922779   -0.6659098   -0.2208157    0.7015664  -161.654481   61.9073792    0.0526123    0.78521
    1452    0.9969173   -0.6640835   -0.2249861    0.7011602  -161.284038   61.9754486    0.0680695    0.84305
    1453    0.9606581   -0.6621866   -0.2292995    0.7007634  -160.900242   62.0472565    0.0718079    0.89815
    1454    0.8849876   -0.6602840   -0.2337637    0.7004431  -160.504252   62.1116180    0.0643616    0.94242
    1455    0.7730105   -0.6584339   -0.2383547    0.7002487  -160.099620   62.1580353    0.0464172    0.97089
    1456    0.6293204   -0.6566858   -0.2430305    0.7002143  -159.691168   62.1783905    0.0203552    0.98008
    1457    0.4598124   -0.6550646   -0.2477341    0.7003440  -159.284251   62.1699219   -0.0084686    0.96930
    1458    0.2714404   -0.6535730   -0.2523994    0.7006163  -158.884237   62.1335602   -0.0363617    0.93967
    1459    0.0719327   -0.6521902   -0.2569695    0.7009888  -158.495065   62.0755920   -0.0579681    0.89418
    1460   -0.1305262   -0.6508713   -0.2613964    0.7013997  -158.119113   62.0051117   -0.0704803    0.83856
    1461   -0.3276302   -0.6495562   -0.2656574    0.7017814  -157.756273   61.9348755   -0.0702362    0.78091
    1462   -0.5112931   -0.6481848   -0.2697487    0.7020740  -157.404867   61.8740997   -0.0607758    0.73072
    1463   -0.6739801   -0.6466961   -0.2736950    0.7022284  -157.060926   61.8345947   -0.0395050    0.69884
    1464   -0.8090170   -0.6450453   -0.2775412    0.7022197  -156.719426   61.8212433   -0.0133514    0.69318
    1465   -0.9108638   -0.6432095   -0.2813463    0.7020500  -156.374945   61.8370819    0.0158386    0.71514
    1466   -0.9753423   -0.6411896   -0.2851744    0.7017467  -156.022498   61.8796082    0.0425262    0.75903
    1467   -0.9998072   -0.6390123   -0.2890816    0.7013593  -155.658570   61.9411163    0.0615082    0.81490
    1468   -0.9832549   -0.6367226   -0.2931128    0.7009499  -155.281205   62.0124512    0.0713348    0.87241
    1469   -0.9263644   -0.6343794   -0.2972898    0.7005844  -154.890755   62.0823669    0.0699158    0.92281
    1470   -0.8314696   -0.6320486   -0.3016100    0.7003242  -154.489790   62.1382446    0.0558777    0.95936
    1471   -0.7024637   -0.6297855   -0.3060455    0.7002097  -154.082474   62.1723022    0.0340576    0.97818
    1472   -0.5446390   -0.6276350   -0.3105488    0.7002616  -153.674163   62.1776886    0.0053864    0.97698
    1473   -0.3644705   -0.6256161   -0.3150597    0.7004699  -153.270218   62.1544189   -0.0232697    0.95608
    1474   -0.1693495   -0.6237240   -0.3195143    0.7008002  -152.875357   62.1057434   -0.0486755    0.91780
    1475    0.0327191   -0.6219320   -0.3238564    0.7012007  -152.492822   62.0402527   -0.0654907    0.86627
    1476    0.2334454   -0.6201897   -0.3280449    0.7016044  -152.123718   61.9683838   -0.0718689    0.80854
    1477    0.4245945   -0.6184387   -0.3320599    0.7019474  -151.767203   61.9012299   -0.0671539    0.75334
    1478    0.5983246   -0.6166143   -0.3359060    0.7021724  -151.420276   61.8505554   -0.0506744    0.71147
    1479    0.7475083   -0.6146622   -0.3396158    0.7022453  -151.078280   61.8239746   -0.0265808    0.69230
    1480    0.8660254   -0.6125393   -0.3432379    0.7021514  -150.735804   61.8262482    0.0022736    0.70123
    1481    0.9490136   -0.6102324   -0.3468323    0.7019089  -150.387789   61.8559875    0.0297394    0.73542
    1482    0.9930685   -0.6077461   -0.3504610    0.7015542  -150.029804   61.9090881    0.0531006    0.78696
    1483    0.9963825   -0.6051140   -0.3541813    0.7011471  -149.658992   61.9778137    0.0687256    0.84489
    1484    0.9588197   -0.6023865   -0.3580303    0.7007533  -149.274732   62.0493622    0.0715485    0.89955
    1485    0.8819213   -0.5996227   -0.3620234    0.7004344  -148.878441   62.1135254    0.0641632    0.94364
    1486    0.7688418   -0.5968885   -0.3661528    0.7002455  -148.473559   62.1592102    0.0456848    0.97142
    1487    0.6242205   -0.5942383   -0.3703842    0.7002168  -148.065026   62.1786041    0.0193939    0.97994
    1488    0.4539905   -0.5917072   -0.3746653    0.7003510  -147.658269   62.1694794   -0.0091248    0.96861
    1489    0.2651354   -0.5893126   -0.3789349    0.7006289  -147.258509   62.1320190   -0.0374603    0.93819
    1490    0.0654031   -0.5870409   -0.3831291    0.7010028  -146.869738   62.0734406   -0.0585785    0.89242
    1491   -0.1370123   -0.5848598   -0.3871956    0.7014139  -146.494190   62.0028534   -0.0705872    0.83659
    1492   -0.3338069   -0.5827141   -0.3910980    0.7017930  -146.131821   61.9324036   -0.0704498    0.77907
    1493   -0.5169069   -0.5805445   -0.3948240    0.7020811  -145.780668   61.8728943   -0.0595093    0.72942
    1494   -0.6788007   -0.5782881   -0.3983841    0.7022300  -145.436947   61.8331909   -0.0397034    0.69834
    1495   -0.8128467   -0.5758924   -0.4018173    0.7022174  -145.095370   61.8216095   -0.0115814    0.69338
    1496   -0.9135455   -0.5733223   -0.4051723    0.7020421  -144.750786   61.8376923    0.0160828    0.71626
    1497   -0.9767659   -0.5705681   -0.4085169    0.7017364  -144.397991   61.8815002    0.0438080    0.76054
    1498   -0.9999143   -0.5676441   -0.4119081    0.7013474  -144.033670   61.9431763    0.0616760    0.81660
    1499   -0.9820411   -0.5645857   -0.4154005    0.7009384  -143.655790   62.0151825    0.0720062    0.87399
    1500   -0.9238795   -0.5614491   -0.4190245    0.7005759  -143.265034   62.0841675    0.0689850    0.92398
    1501   -0.8278156   -0.5582972   -0.4227915    0.7003202  -142.863807   62.1398010    0.0556335    0.95997
    1502   -0.6977905   -0.5551891   -0.4266844    0.7002103  -142.456325   62.1729736    0.0331726    0.97825
    1503   -0.5391383   -0.5521793   -0.4306631    0.7002662  -142.048142   62.1770782    0.0041046    0.97657
    1504   -0.3583679   -0.5492973   -0.4346762    0.7004791  -141.644329   62.1535950   -0.0234833    0.95511
    1505   -0.1628955   -0.5465536   -0.4386578    0.7008149  -141.249865   62.1037140   -0.0498810    0.91599
    1506    0.0392598   -0.5439272   -0.4425459    0.7012158  -140.867772   62.0378265   -0.0658875    0.86422
    1507    0.2398045   -0.5413790   -0.4462919    0.7016179  -140.499147   61.9661560   -0.0716705    0.80649
    1508    0.4305111   -0.5388546   -0.4498663    0.7019572  -140.142961   61.8993988   -0.0667572    0.75167
    1509    0.6035559   -0.5362911   -0.4532623    0.7021787  -139.796186   61.8492889   -0.0501099    0.71029
    1510    0.7518398   -0.5336266   -0.4564981    0.7022449  -139.454213   61.8238983   -0.0253906    0.69217
    1511    0.8692793   -0.5308161   -0.4596148    0.7021477  -139.111877   61.8258209    0.0019226    0.70169
    1512    0.9510565   -0.5278254   -0.4626694    0.7018992  -138.763566   61.8577576    0.0319366    0.73683
    1513    0.9938165   -0.5246544   -0.4657249    0.7015426  -138.405192   61.9112244    0.0534668    0.78865
    1514    0.9958049   -0.5213213   -0.4688425    0.7011342  -138.033844   61.9805603    0.0693359    0.84669
    1515    0.9569403   -0.5178719   -0.4720678    0.7007420  -137.649158   62.0514679    0.0709076    0.90110
    1516    0.8788171   -0.5143604   -0.4754286    0.7004277  -137.252481   62.1156616    0.0641937    0.94457
    1517    0.7646403   -0.5108528   -0.4789267    0.7002438  -136.847482   62.1598053    0.0441437    0.97175
    1518    0.6190939   -0.5074072   -0.4825401    0.7002193  -136.438943   62.1789856    0.0191803    0.97980
    1519    0.4481492   -0.5040712   -0.4862261    0.7003596  -136.032358   62.1684418   -0.0105438    0.96766
    1520    0.2588190   -0.5008707   -0.4899254    0.7006414  -135.632920   62.1304321   -0.0380096    0.93670
    1521    0.0588708   -0.4978046   -0.4935741    0.7010170  -135.244496   62.0713196   -0.0591125    0.89058
    1522   -0.1434926   -0.4948530   -0.4971142    0.7014286  -134.869396   62.0003510   -0.0709686    0.83450
    1523   -0.3399692   -0.4919682   -0.5004988    0.7018060  -134.507534   61.9300232   -0.0703278    0.77697
    1524   -0.5224986   -0.4890919   -0.5037050    0.7020895  -134.156714   61.8709106   -0.0591125    0.72787
    1525   -0.6835923   -0.4861622   -0.5067339    0.7022342  -133.813065   61.8325653   -0.0383453    0.69745
    1526   -0.8166416   -0.4831209   -0.5096083    0.7022154  -133.471634   61.8211975   -0.0113678    0.69351
    1527   -0.9161880   -0.4799213   -0.5123777    0.7020366  -133.126621   61.8395996    0.0184021    0.71703
    1528   -0.9781476   -0.4765444   -0.5150967    0.7017258  -132.773618   61.8826904    0.0430908    0.76209
    1529   -0.9999786   -0.4729910   -0.5178318    0.7013346  -132.408782   61.9457855    0.0630951    0.81842
    1530   -0.9807853   -0.4692888   -0.5206385    0.7009254  -132.030607   62.0170746    0.0712891    0.87580
    1531   -0.9213551   -0.4654846   -0.5235634    0.7005673  -131.639343   62.0865021    0.0694275    0.92516
    1532   -0.8241262   -0.4616385   -0.5266218    0.7003146  -131.237914   62.1410675    0.0545654    0.96078
    1533   -0.6930874   -0.4578133   -0.5298128    0.7002104  -130.830421   62.1733704    0.0323029    0.97836
    1534   -0.5336145   -0.4540663   -0.5331087    0.7002721  -130.422132   62.1772461    0.0038757    0.97598
    1535   -0.3522500   -0.4504404   -0.5364590    0.7004890  -130.018665   62.1520233   -0.0252228    0.95396
    1536   -0.1564345   -0.4469547   -0.5398064    0.7008277  -129.624445   62.1021576   -0.0498657    0.91440
    1537    0.0457989   -0.4436026   -0.5430813    0.7012279  -129.242821   62.0352783   -0.0668793    0.86256
    1538    0.2461533   -0.4403563   -0.5462341    0.7016305  -128.874635   61.9638977   -0.0713806    0.80455
    1539    0.4364092   -0.4371662   -0.5492220    0.7019680  -128.518864   61.8971558   -0.0667419    0.74980
    1540    0.6087614   -0.4339695   -0.5520248    0.7021830  -128.172349   61.8480682   -0.0490875    0.70931
    1541    0.7561391   -0.4307060   -0.5546522    0.7022441  -127.830536   61.8230743   -0.0249939    0.69202
    1542    0.8724960   -0.4273186   -0.5571365    0.7021412  -127.487873   61.8274231    0.0043488    0.70255
    1543    0.9530586   -0.4237690   -0.5595245    0.7018888  -127.139319   61.8588867    0.0314636    0.73836
    1544    0.9945219   -0.4200420   -0.5618801    0.7015302  -126.780512   61.9135132    0.0546265    0.79043
    1545    0.9951847   -0.4161453   -0.5642633    0.7011206  -126.408847   61.9823608    0.0688477    0.84862
    1546    0.9550199   -0.4121132   -0.5667315    0.7007295  -126.023727   62.0539551    0.0715942    0.90283
    1547    0.8756753   -0.4079962   -0.5693207    0.7004191  -125.626779   62.1168365    0.0628815    0.94579
    1548    0.7604060   -0.4038563   -0.5720463    0.7002406  -125.221530   62.1612854    0.0444489    0.97229
    1549    0.6139408   -0.3997555   -0.5748968    0.7002220  -124.812886   62.1791687    0.0178833    0.97962
    1550    0.4422887   -0.3957500   -0.5778360    0.7003660  -124.406578   62.1672668   -0.0119019    0.96700
    1551    0.2524916   -0.3918743   -0.5808163    0.7006519  -124.007376   62.1291199   -0.0381470    0.93546
    1552    0.0523360   -0.3881416   -0.5837708    0.7010294  -123.619420   62.0689240   -0.0601959    0.88892
    1553   -0.1499668   -0.3845406   -0.5866404    0.7014402  -123.244691   61.9983978   -0.0705261    0.83277
    1554   -0.3461171   -0.3810358   -0.5893698    0.7018155  -122.883234   61.9280090   -0.0703888    0.77535
    1555   -0.5280679   -0.3775730   -0.5919285    0.7020974  -122.532554   61.8699799   -0.0580292    0.72645
    1556   -0.6883546   -0.3740921   -0.5942974    0.7022352  -122.189164   61.8315125   -0.0384674    0.69702
    1557   -0.8204014   -0.3705292   -0.5964966    0.7022108  -121.847545   61.8217316   -0.0097809    0.69404
    1558   -0.9187912   -0.3668356   -0.5985613    0.7020285  -121.502558   61.8401794    0.0184479    0.71820
    1559   -0.9794874   -0.3629742   -0.6005440    0.7017146  -121.149142   61.8845215    0.0443420    0.76373
    1560   -1.0000000   -0.3589382   -0.6025076    0.7013216  -120.783973   61.9478607    0.0633392    0.82027
    1561   -0.9794874   -0.3547411   -0.6045151    0.7009135  -120.405232   62.0198212    0.0719604    0.87744
    1562   -0.9187912   -0.3504229   -0.6066170    0.7005572  -120.013626   62.0884552    0.0686340    0.92656
    1563   -0.8204014   -0.3460379   -0.6088419    0.7003075  -119.611918   62.1424255    0.0539703    0.96183
    1564   -0.6883546   -0.3416500   -0.6112032    0.7002100  -119.204292   62.1741333    0.0317078    0.97857
    1565   -0.5280679   -0.3373203   -0.6136799    0.7002771  -118.796197   62.1763000    0.0021667    0.97551
    1566   -0.3461171   -0.3330975   -0.6162338    0.7004984  -118.392882   62.1510468   -0.0252533    0.95291
    1567   -0.1499668   -0.3290138   -0.6188097    0.7008392  -117.999052   62.1003876   -0.0506592    0.91299
    1568    0.0523360   -0.3250761   -0.6213427    0.7012426  -117.617813   62.0331573   -0.0672302    0.86056
    1569    0.2524916   -0.3212652   -0.6237717    0.7016427  -117.250124   61.9608612   -0.0722961    0.80266
    1570    0.4422887   -0.3175402   -0.6260509    0.7019769  -116.894642   61.8959198   -0.0649414    0.74825
    1571    0.6139408   -0.3138447   -0.6281481    0.7021884  -116.548312   61.8471069   -0.0488129    0.70824
    1572    0.7604060   -0.3101168   -0.6300592    0.7022443  -116.206529   61.8226471   -0.0244598    0.69180
    1573    0.8756753   -0.3062944   -0.6318054    0.7021356  -115.863753   61.8279266    0.0052795    0.70331
    1574    0.9550199   -0.3023319   -0.6334267    0.7018789  -115.514950   61.8602448    0.0323181    0.73980
    1575    0.9951847   -0.2982025   -0.6349812    0.7015168  -115.155886   61.9153137    0.0550690    0.79237
    1576    0.9945219   -0.2939005   -0.6365337    0.7011082  -114.783725   61.9847717    0.0694580    0.85035
    1577    0.9530586   -0.2894497   -0.6381426    0.7007190  -114.398166   62.0561829    0.0714111    0.90427
    1578    0.8724960   -0.2848930   -0.6398535    0.7004117  -114.000890   62.1186676    0.0624847    0.94683
    1579    0.7561391   -0.2802877   -0.6416941    0.7002375  -113.595389   62.1625061    0.0438385    0.97283
    1580    0.6087614   -0.2757006   -0.6436644    0.7002247  -113.186889   62.1788788    0.0163727    0.97943
    1581    0.4364092   -0.2711868   -0.6457405    0.7003735  -112.780582   62.1665649   -0.0123138    0.96624
    1582    0.2461533   -0.2667952   -0.6478796    0.7006623  -112.381738   62.1272736   -0.0392914    0.93426
    1583    0.0457989   -0.2625494   -0.6500235    0.7010440  -111.994156   62.0670319   -0.0602417    0.88705
